wavelength_nm,measured_norm,nist_synth_norm
233.82344100,9.84432747e-02,1.54067308e-04
233.83938600,1.22874102e-01,8.96417805e-05
233.85531600,1.38553349e-01,5.09902067e-05
233.87126200,1.54840568e-01,2.83245163e-05
233.88717700,1.50888757e-01,1.53924823e-05
233.90312200,1.54584580e-01,8.16454194e-06
233.91906700,1.60344303e-01,4.23275370e-06
233.93501300,1.72407724e-01,2.14711702e-06
233.95092800,1.64808089e-01,1.07304514e-06
233.96687300,1.70487817e-01,5.40633866e-07
233.98281900,2.00710366e-01,3.05692996e-07
233.99876400,2.13573748e-01,2.54314661e-07
234.01467900,2.18309521e-01,3.63312744e-07
234.03060900,2.47604115e-01,6.94109233e-07
234.04655500,2.49236037e-01,1.42100870e-06
234.06250000,2.84418348e-01,2.90189117e-06
234.07844500,3.46479369e-01,5.81656780e-06
234.09437600,3.87597395e-01,1.13979663e-05
234.11030600,4.27259492e-01,2.18329901e-05
234.12625100,4.31099307e-01,4.09010690e-05
234.14219700,3.99820809e-01,7.48905605e-05
234.15811200,3.43375518e-01,1.33872596e-04
234.17405700,3.00481577e-01,2.34152723e-04
234.18998700,2.78226645e-01,4.00086907e-04
234.20593300,2.99313633e-01,6.68518803e-04
234.22186300,3.06289298e-01,1.09127762e-03
234.23780800,3.08737181e-01,1.74197094e-03
234.25373800,2.71714958e-01,2.71679105e-03
234.26968400,2.72706910e-01,4.14347880e-03
234.28559900,2.63971329e-01,6.17237138e-03
234.30154400,2.50579972e-01,8.99485554e-03
234.31747400,2.24613219e-01,1.28094724e-02
234.33342000,1.67927939e-01,1.78393513e-02
234.34935000,1.23898053e-01,2.42812091e-02
234.36529500,1.23738061e-01,3.23215264e-02
234.38124100,1.35305505e-01,4.20678331e-02
234.39717100,1.53432635e-01,5.35269993e-02
234.41310100,1.44505064e-01,6.66074475e-02
234.42903100,1.22586116e-01,8.10683156e-02
234.44497700,1.19578260e-01,9.65363249e-02
234.46090700,1.23802058e-01,1.12450977e-01
234.47683700,1.08266803e-01,1.28185239e-01
234.49278300,1.09450746e-01,1.43042401e-01
234.50872800,9.89232517e-02,1.56281724e-01
234.52465800,9.93232325e-02,1.67225644e-01
234.54058800,8.52759068e-02,1.75337694e-01
234.55651900,7.79482585e-02,1.80239409e-01
234.57244900,8.00761563e-02,1.81758080e-01
234.58839400,8.67158376e-02,1.79937931e-01
234.60432400,9.90192471e-02,1.75036970e-01
234.62027000,9.16915988e-02,1.67474160e-01
234.63620000,8.40919636e-02,1.57816251e-01
234.65214500,7.79962562e-02,1.46661415e-01
234.66807600,5.68452714e-02,1.34651184e-01
234.68402100,5.83172008e-02,1.22339955e-01
234.69993600,6.79647377e-02,1.10250324e-01
234.71588100,6.29409788e-02,9.87163657e-02
234.73181200,5.65412860e-02,8.80323032e-02
234.74774200,5.15975233e-02,7.83368366e-02
234.76368700,4.71497368e-02,6.96720678e-02
234.77961700,5.87651793e-02,6.20272543e-02
234.79556300,7.12285810e-02,5.53056545e-02
234.81149300,7.31484889e-02,4.94060269e-02
234.82742300,7.70843000e-02,4.41928057e-02
234.84335300,7.69243076e-02,3.95391511e-02
234.85928300,6.57408444e-02,3.53308563e-02
234.87522900,7.15485657e-02,3.14697291e-02
234.89117400,6.64128122e-02,2.78890177e-02
234.90708900,6.25889957e-02,2.45470336e-02
234.92303500,5.87651793e-02,2.14053567e-02
234.93898000,5.91811593e-02,1.84632897e-02
234.95491000,6.64448106e-02,1.57286231e-02
234.97082500,7.77562677e-02,1.32138876e-02
234.98677100,6.94046686e-02,1.09276302e-02
235.00271600,5.46693759e-02,8.88839973e-03
235.01863100,4.46058589e-02,7.10687401e-03
235.03457600,4.16300018e-02,5.57645160e-03
235.05052200,4.33099211e-02,4.29257552e-03
235.06643700,4.47018543e-02,3.24151071e-03
235.08238200,6.00611171e-02,2.39750050e-03
235.09831200,7.23485273e-02,1.73750143e-03
235.11424300,6.42369166e-02,1.23301872e-03
235.13017300,5.85571893e-02,8.56649768e-04
235.14611800,7.44444267e-02,5.82391791e-04
235.16204800,1.05098955e-01,3.87827332e-04
235.17797900,1.41657200e-01,2.53195467e-04
235.19392400,1.56472489e-01,1.62665847e-04
235.20985400,1.42681151e-01,1.04190640e-04
235.22580000,1.33369598e-01,6.87430544e-05
235.24171400,1.24202038e-01,5.04638089e-05
235.25764500,1.20650209e-01,4.59880791e-05
235.27359000,1.31689679e-01,5.45178397e-05
235.28950500,1.25305985e-01,7.75532209e-05
235.30545000,1.20714206e-01,1.19197503e-04
235.32139600,1.09338752e-01,1.86125754e-04
235.33731100,1.27401885e-01,2.87736833e-04
235.35325600,1.33817577e-01,4.37195477e-04
235.36918600,1.31433691e-01,6.50123932e-04
235.38511700,1.13818537e-01,9.45573906e-04
235.40104700,9.58673984e-02,1.34463318e-03
235.41699200,7.41564405e-02,1.86987201e-03
235.43292200,7.16125626e-02,2.54116896e-03
235.44885300,7.55003760e-02,3.37605910e-03
235.46478300,8.56118906e-02,4.38453994e-03
235.48072800,8.14200918e-02,5.56770109e-03
235.49665800,7.79162600e-02,6.90987626e-03
235.51257300,8.96756956e-02,8.38175338e-03
235.52851900,1.00603171e-01,9.94253807e-03
235.54444900,1.08090812e-01,1.15272286e-02
235.56037900,1.01435131e-01,1.30646316e-02
235.57632400,9.12916180e-02,1.44760915e-02
235.59223900,7.73242884e-02,1.56774543e-02
235.60818500,6.46848951e-02,1.65997528e-02
235.62413000,6.05250948e-02,1.71811361e-02
235.64004500,6.91806793e-02,1.73831271e-02
235.65597500,7.48764059e-02,1.71932498e-02
235.67190600,8.55798922e-02,1.66238432e-02
235.68785100,7.72442923e-02,1.57116727e-02
235.70378100,6.34209558e-02,1.45169856e-02
235.71971100,6.79007408e-02,1.31121856e-02
235.73565700,9.22995696e-02,1.15760154e-02
235.75157200,1.11594643e-01,9.99313835e-03
235.76751700,1.15578452e-01,8.43062300e-03
235.78343200,8.79317793e-02,6.95521033e-03
235.79936200,5.51813513e-02,5.60830182e-03
235.81530800,3.38703742e-02,4.41965493e-03
235.83123800,2.44308273e-02,3.40556214e-03
235.84716800,2.59187559e-02,2.56527468e-03
235.86309800,3.17584756e-02,1.88896346e-03
235.87904400,3.80781722e-02,1.35928182e-03
235.89495800,5.05415740e-02,9.56834382e-04
235.91088900,5.34214358e-02,6.58187755e-04
235.92683400,5.28934611e-02,4.42435958e-04
235.94274900,6.08450794e-02,2.90957451e-04
235.95869400,6.76607523e-02,1.86896331e-04
235.97462500,8.16440811e-02,1.17403190e-04
235.99055500,8.72598115e-02,7.20968026e-05
236.00648500,7.21725357e-02,4.32809446e-05
236.02243000,5.80612131e-02,2.53863040e-05
236.03834500,4.87816585e-02,1.45710918e-05
236.05427600,4.69257476e-02,8.17129419e-06
236.07022100,5.69412668e-02,4.47713492e-06
236.08613600,5.91811593e-02,2.40081960e-06
236.10208100,3.81901669e-02,1.25708730e-06
236.11801100,3.06865270e-02,6.43986843e-07
236.13394200,3.03665424e-02,3.22844913e-07
236.14987200,3.65422460e-02,1.59051943e-07
236.16581700,3.51663120e-02,7.84239540e-08
236.18171700,2.93905893e-02,4.20034178e-08
236.19766200,3.88141369e-02,3.06503867e-08
236.21357700,4.03020655e-02,3.79833723e-08
236.22952300,3.99500824e-02,6.70052770e-08
236.24545300,4.96616162e-02,1.30831553e-07
236.26138300,6.57728429e-02,2.57298749e-07
236.27731300,6.43649105e-02,4.97954932e-07
236.29325900,8.07161256e-02,9.44155695e-07
236.30918900,9.82032862e-02,1.74974182e-06
236.32510400,8.90997232e-02,3.16904090e-06
236.34104900,7.74522823e-02,5.61823793e-06
236.35696400,6.85247108e-02,9.72860857e-06
236.37291000,6.24450026e-02,1.64889029e-05
236.38884000,4.93896293e-02,2.73107645e-05
236.40477000,3.42543558e-02,4.42294762e-05
236.42070000,3.28464234e-02,7.00366833e-05
236.43663000,3.54382990e-02,1.08436422e-04
236.45254500,3.65582452e-02,1.64095111e-04
236.46849100,4.18859895e-02,2.42992170e-04
236.48440600,5.09095563e-02,3.51562208e-04
236.50035100,5.30214550e-02,4.97669587e-04
236.51628100,6.17410364e-02,6.88603557e-04
236.53221100,5.34694335e-02,9.31608099e-04
236.54814100,4.75657168e-02,1.23234720e-03
236.56405600,6.09090764e-02,1.59355890e-03
236.58000200,7.41404413e-02,2.01579484e-03
236.59591700,7.28285042e-02,2.49213067e-03
236.61184700,6.72127738e-02,3.01316247e-03
236.62777700,7.75162792e-02,3.56213293e-03
236.64372300,8.45559413e-02,4.11805194e-03
236.65963700,8.56918868e-02,4.65363982e-03
236.67558300,5.97251332e-02,5.14311833e-03
236.69149800,4.02540678e-02,5.55674604e-03
236.70744300,3.63662544e-02,5.87089813e-03
236.72335800,3.27664272e-02,6.06441106e-03
236.73928800,3.29104203e-02,6.12528672e-03
236.75521900,3.92141177e-02,6.04922027e-03
236.77116400,3.35183911e-02,5.84102866e-03
236.78707900,2.72466922e-02,5.51509402e-03
236.80300900,3.55982913e-02,5.09135559e-03
236.81893900,4.56138105e-02,4.59567993e-03
236.83486900,4.80296946e-02,4.05603740e-03
236.85081500,5.02855863e-02,3.49961897e-03
236.86671400,4.13260164e-02,2.95384620e-03
236.88266000,3.35503896e-02,2.43650874e-03
236.89857500,2.63187367e-02,1.96587283e-03
236.91452000,2.22549318e-02,1.55022240e-03
236.93045000,2.05430139e-02,1.19553288e-03
236.94636500,1.59032366e-02,9.01751577e-04
236.96231100,1.69591860e-02,6.64669344e-04
236.97822600,1.39353311e-02,4.79342325e-04
236.99415600,2.16789594e-02,3.37949396e-04
237.01008600,2.44788250e-02,2.33064567e-04
237.02601600,3.87181415e-02,1.57362541e-04
237.04194600,6.14850487e-02,1.04303867e-04
237.05786100,9.00276787e-02,6.84543203e-05
237.07380700,1.37321409e-01,4.54982834e-05
237.08973700,1.62312209e-01,3.25889951e-05
237.10566700,2.05526135e-01,2.81372480e-05
237.12159700,2.36692639e-01,3.20852581e-05
237.13749700,2.66739197e-01,4.60998215e-05
237.15344200,2.83266403e-01,7.41722702e-05
237.16937300,3.17632754e-01,1.23030704e-04
237.18530300,3.08177207e-01,2.03278635e-04
237.20123300,2.83714382e-01,3.30464262e-04
237.21716300,2.48596067e-01,5.26407828e-04
237.23309300,2.28261043e-01,8.20543027e-04
237.24900800,2.26357135e-01,1.25055986e-03
237.26493800,2.19269475e-01,1.86472837e-03
237.28086900,2.26037150e-01,2.71924194e-03
237.29678300,2.25893157e-01,3.87636278e-03
237.31272900,1.98918452e-01,5.40758833e-03
237.32864400,1.35577492e-01,7.37246446e-03
237.34458900,1.04970961e-01,9.83486150e-03
237.36050400,9.61553845e-02,1.28232847e-02
237.37643400,1.12938579e-01,1.63548018e-02
237.39238000,1.22842104e-01,2.04025557e-02
237.40827900,1.21466170e-01,2.48751668e-02
237.42422500,1.07274851e-01,2.96755324e-02
237.44014000,9.23635665e-02,3.46092885e-02
237.45607000,6.12610595e-02,3.94780896e-02
237.47200000,4.30539334e-02,4.40373697e-02
237.48793000,3.55342944e-02,4.80383850e-02
237.50386000,4.22379726e-02,5.12456743e-02
237.51979100,5.48133690e-02,5.34599636e-02
237.53570600,7.85242308e-02,5.45377014e-02
237.55162000,6.44609059e-02,5.44108373e-02
237.56756600,5.18695103e-02,5.30840438e-02
237.58348100,5.15975233e-02,5.06493697e-02
237.59941100,3.92621154e-02,4.72575524e-02
237.61535600,2.41748396e-02,4.31149753e-02
237.63127100,1.91990784e-02,3.84743189e-02
237.64721700,1.60472297e-02,3.35667383e-02
237.66313200,2.17749548e-02,2.86466055e-02
237.67904700,1.91190823e-02,2.39087699e-02
237.69497700,1.86231061e-02,1.95107357e-02
237.71090700,1.83671184e-02,1.55701159e-02
237.72682200,2.12309809e-02,1.21539596e-02
237.74276700,2.19989441e-02,9.27328488e-03
237.75869800,2.27669072e-02,6.92068170e-03
237.77461200,1.77271491e-02,5.05261084e-03
237.79055800,1.11514647e-02,3.60495730e-03
237.80645800,1.61592244e-02,2.51786042e-03
237.82238800,2.39988481e-02,1.71862056e-03
237.83830300,2.85586292e-02,1.14762500e-03
237.85424800,3.07985217e-02,7.48827977e-04
237.87016300,2.83506392e-02,4.78215773e-04
237.88609300,2.50067997e-02,2.98530371e-04
237.90202300,3.00305585e-02,1.82244710e-04
237.91795300,3.25264387e-02,1.08798555e-04
237.93386800,2.47188135e-02,6.35503217e-05
237.94979900,1.21594163e-02,3.62813189e-05
237.96572900,3.03185447e-02,2.02565341e-05
237.98164400,3.34063965e-02,1.10662642e-05
237.99758900,5.04295794e-02,5.90520050e-06
238.01350400,5.24774811e-02,3.08526443e-06
238.02943400,5.89571701e-02,1.57539993e-06
238.04534900,7.22845303e-02,7.87190743e-07
238.06129500,6.69727853e-02,3.84128137e-07
238.07719400,7.61883430e-02,1.83707921e-07
238.09312400,1.03387037e-01,8.58090642e-08
238.10905500,1.22410124e-01,3.92276577e-08
238.12498500,1.24266035e-01,1.76219986e-08
238.14090000,1.12874582e-01,7.95262755e-09
238.15683000,8.40439659e-02,3.99440391e-09
238.17276000,8.34359951e-02,3.06472503e-09
238.18869000,6.58848375e-02,4.44234415e-09
238.20460500,5.13735341e-02,8.89891049e-09
238.22053500,5.71332576e-02,1.90535051e-08
238.23645000,6.42529159e-02,4.05601527e-08
238.25238000,7.02686271e-02,8.47774519e-08
238.26829500,7.18845495e-02,1.73306625e-07
238.28424100,7.62203414e-02,3.47048144e-07
238.30015600,7.86842232e-02,6.78884997e-07
238.31608600,7.15965634e-02,1.29982543e-06
238.33200100,6.42369166e-02,2.43289753e-06
238.34793100,6.99166440e-02,4.45682463e-06
238.36386100,9.02516679e-02,7.98599573e-06
238.37977600,1.13546550e-01,1.39897332e-05
238.39570600,1.42489161e-01,2.39842190e-05
238.41163600,1.37913380e-01,4.02201350e-05
238.42756700,1.28137849e-01,6.59745517e-05
238.44348100,1.03019055e-01,1.05802508e-04
238.45941200,7.59163560e-02,1.66050544e-04
238.47534200,6.54208598e-02,2.54902354e-04
238.49125700,7.12765787e-02,3.82602204e-04
238.50717200,9.59153961e-02,5.61747239e-04
238.52308700,9.83152809e-02,8.06778441e-04
238.53903200,1.05994912e-01,1.13411404e-03
238.55494700,1.18890293e-01,1.55844587e-03
238.57087700,1.37417404e-01,2.09538162e-03
238.58679200,1.32505640e-01,2.75504575e-03
238.60272200,1.35897477e-01,3.54415610e-03
238.61863700,1.20778203e-01,4.45870989e-03
238.63456700,9.37874982e-02,5.48789589e-03
238.65048200,8.50199190e-02,6.60591414e-03
238.66641200,6.90686847e-02,7.77932999e-03
238.68234300,5.31814473e-02,8.96100684e-03
238.69827300,6.94046686e-02,1.00964584e-02
238.71418800,6.31329696e-02,1.11262257e-02
238.73011800,4.91496408e-02,1.19942401e-02
238.74603300,3.76941907e-02,1.26468461e-02
238.76196300,3.50383182e-02,1.30442685e-02
238.77787800,3.83341600e-02,1.31601222e-02
238.79380800,5.26214742e-02,1.29870365e-02
238.80972300,8.19000688e-02,1.25366354e-02
238.82565300,1.08138809e-01,1.18370611e-02
238.84158300,1.09690735e-01,1.09322316e-02
238.85751300,9.63313761e-02,9.87588870e-03
238.87342800,9.41714798e-02,8.72774515e-03
238.88934300,1.12858583e-01,7.54487190e-03
238.90525800,1.16698398e-01,6.38016527e-03
238.92118800,1.14922484e-01,5.27686648e-03
238.93711900,1.23882054e-01,4.26956159e-03
238.95303300,1.26345935e-01,3.38123510e-03
238.96896400,1.48584868e-01,2.62119475e-03
238.98487900,1.82551238e-01,1.99319005e-03
239.00080900,2.14677695e-01,1.49164083e-03
239.01673900,2.60435499e-01,1.10932956e-03
239.03265400,3.36271859e-01,8.38297104e-04
239.04856900,4.74233237e-01,6.73036403e-04
239.06449900,5.95939395e-01,6.14950143e-04
239.08041400,6.74527623e-01,6.75680710e-04
239.09632900,7.72234933e-01,8.80627836e-04
239.11227400,8.51303137e-01,1.27433670e-03
239.12818900,8.65462458e-01,1.92133519e-03
239.14411900,8.23432475e-01,2.91545944e-03
239.16001900,7.38812537e-01,4.37465769e-03
239.17594900,6.46176984e-01,6.45623803e-03
239.19186400,5.74948402e-01,9.33505120e-03
239.20779400,5.08807577e-01,1.32183449e-02
239.22372400,4.92776347e-01,1.83153817e-02
239.23963900,5.00855959e-01,2.48221242e-02
239.25556900,4.95736205e-01,3.29204399e-02
239.27148400,4.80744924e-01,4.27025328e-02
239.28741500,4.39722893e-01,5.42022909e-02
239.30331400,3.96156984e-01,6.72756982e-02
239.31924400,4.09500344e-01,8.17235828e-02
239.33517500,3.90125274e-01,9.71174055e-02
239.35110500,2.82258452e-01,1.12900982e-01
239.36702000,2.00550374e-01,1.28382608e-01
239.38293500,1.51608723e-01,1.42819844e-01
239.39886500,1.54680575e-01,1.55444351e-01
239.41478000,1.62232213e-01,1.65499269e-01
239.43069500,1.57224453e-01,1.72381673e-01
239.44660900,1.51960706e-01,1.75654695e-01
239.46255500,1.26041950e-01,1.75102030e-01
239.47847000,9.96432171e-02,1.70761459e-01
239.49438500,1.00731165e-01,1.62915500e-01
239.51031500,1.01947107e-01,1.52046387e-01
239.52623000,9.15636049e-02,1.38831311e-01
239.54216000,7.67163176e-02,1.24000070e-01
239.55807500,6.64288114e-02,1.08360754e-01
239.57397500,6.26689919e-02,9.26540970e-02
239.58990500,5.25094795e-02,7.74807503e-02
239.60582000,4.70697407e-02,6.33965360e-02
239.62176500,5.30694527e-02,5.07247510e-02
239.63768000,5.34854327e-02,3.97211145e-02
239.65361000,6.29569781e-02,3.04216830e-02
239.66952500,6.66208022e-02,2.27994048e-02
239.68544000,7.34044766e-02,1.67162037e-02
239.70135500,6.25889957e-02,1.19901792e-02
239.71727000,6.64288114e-02,8.41371055e-03
239.73320000,6.47328928e-02,5.77384166e-03
239.74911500,5.91971585e-02,3.87762255e-03
239.76503000,6.35809481e-02,2.54765180e-03
239.78096000,6.91646801e-02,1.63682810e-03
239.79687500,8.90837240e-02,1.02923934e-03
239.81282000,1.02763067e-01,6.32552827e-04
239.82873500,1.11226661e-01,3.80662328e-04
239.84463500,1.21082188e-01,2.24221994e-04
239.86056500,1.12970577e-01,1.29076659e-04
239.87648000,1.25769963e-01,7.27298071e-05
239.89239500,1.48248884e-01,4.00913822e-05
239.90832500,1.74503624e-01,2.16075852e-05
239.92424000,1.94342672e-01,1.13994421e-05
239.94017000,1.75815561e-01,5.87976011e-06
239.95608500,1.77303489e-01,2.96876445e-06
239.97198500,1.71223781e-01,1.46743520e-06
239.98791500,1.47800906e-01,7.08646469e-07
240.00383000,1.30713726e-01,3.35017414e-07
240.01976000,1.10378702e-01,1.54831344e-07
240.03567500,7.92281970e-02,7.00543982e-08
240.05159000,6.22850103e-02,3.10088603e-08
240.06752000,5.61413052e-02,1.34172343e-08
240.08343500,8.32120058e-02,5.68397517e-09
240.09935000,1.26025951e-01,2.35567414e-09
240.11526500,1.20474217e-01,9.55107223e-10
240.13118000,8.29880166e-02,3.78846186e-10
240.14712500,5.58213206e-02,1.46745107e-10
240.16304000,4.75657168e-02,5.57062866e-11
240.17895500,4.21259780e-02,2.06880075e-11
240.19488500,4.04300594e-02,7.50910311e-12
240.21080000,3.43503512e-02,2.66895525e-12
240.22671500,3.88301362e-02,9.28043621e-13
240.24263000,4.03180647e-02,3.15696206e-13
240.25854500,4.59017967e-02,1.05061648e-13
240.27446000,6.10370702e-02,3.42052626e-14
240.29039000,7.39324512e-02,1.08828522e-14
240.30630500,5.46853751e-02,3.39102016e-15
240.32222000,4.42858743e-02,1.03369790e-15
240.33815000,4.81576884e-02,3.07930732e-16
240.35406500,3.67182375e-02,8.98987629e-17
240.36999500,3.63342560e-02,2.58513408e-17
240.38589500,3.06065309e-02,8.01134936e-18
240.40181000,3.63822537e-02,4.88670945e-18
240.41774000,4.42698750e-02,1.03970742e-17
240.43365500,5.11815433e-02,3.26576176e-17
240.44957000,3.71982145e-02,1.04846354e-16
240.46550000,4.78697023e-02,3.30939127e-16
240.48141500,4.78217046e-02,1.02143424e-15
240.49733000,4.73257284e-02,3.08533206e-15
240.51324500,3.81261699e-02,9.12039590e-15
240.52916000,3.82701630e-02,2.63842672e-14
240.54507400,3.15824840e-02,7.46909172e-14
240.56098900,3.00945555e-02,2.06937285e-13
240.57690400,3.08305201e-02,5.61085713e-13
240.59281900,2.33108811e-02,1.48880967e-12
240.60874900,2.84626338e-02,3.86949986e-12
240.62466400,3.57582836e-02,9.83320240e-12
240.64057900,3.39663696e-02,2.44542659e-11
240.65649400,2.81266499e-02,5.95160077e-11
240.67240900,2.62547398e-02,1.41753066e-10
240.68832400,2.50707966e-02,3.30408067e-10
240.70425400,3.60782682e-02,7.54260665e-10
240.72016900,5.32774427e-02,1.68371984e-09
240.73608400,5.98531270e-02,3.67822016e-09
240.75201400,6.15490456e-02,7.86922080e-09
240.76791400,4.89736493e-02,1.64525076e-08
240.78382900,3.37583796e-02,3.36867116e-08
240.79974400,2.94705854e-02,6.75001471e-08
240.81567400,4.07820425e-02,1.32446861e-07
240.83158900,5.78852215e-02,2.54166458e-07
240.84750400,7.21565365e-02,4.77325436e-07
240.86343400,6.52608675e-02,8.77759479e-07
240.87934900,7.80762523e-02,1.57871257e-06
240.89524800,9.19155881e-02,2.77721118e-06
240.91117900,9.25395581e-02,4.78652105e-06
240.92707800,7.64923284e-02,8.06468247e-06
240.94299300,9.87152617e-02,1.33048532e-05
240.95892300,1.13418556e-01,2.14906263e-05
240.97483800,9.90512455e-02,3.39558537e-05
240.99075300,9.80112955e-02,5.25062829e-05
241.00666800,1.06058909e-01,7.94593340e-05
241.02259800,9.12916180e-02,1.17728348e-04
241.03849800,7.35804681e-02,1.70594244e-04
241.05441300,7.64443307e-02,2.42038780e-04
241.07034300,9.01876710e-02,3.36239175e-04
241.08624300,1.01307137e-01,4.56996106e-04
241.10215800,9.75473177e-02,6.08332220e-04
241.11807300,8.73718062e-02,7.93074105e-04
241.13400300,1.01691119e-01,1.01319772e-03
241.14991800,1.39945283e-01,1.26862329e-03
241.16583300,1.44905045e-01,1.55850472e-03
241.18176300,1.47832904e-01,1.88125947e-03
241.19766200,1.78663424e-01,2.23428864e-03
241.21357700,2.09941923e-01,2.61920371e-03
241.22949200,2.57907620e-01,3.04137426e-03
241.24540700,3.60894677e-01,3.51542006e-03
241.26132200,5.20247028e-01,4.06952360e-03
241.27723700,6.78143449e-01,4.75064623e-03
241.29316700,7.98969649e-01,5.63077158e-03
241.30906700,9.24067645e-01,6.80679734e-03
241.32498200,1.00000000e+00,8.41309325e-03
241.34089700,9.53970209e-01,1.06123019e-02
241.35682700,8.85045518e-01,1.35996970e-02
241.37272600,8.60262707e-01,1.75769789e-02
241.38864100,7.88250164e-01,2.27712259e-02
241.40455600,7.00558373e-01,2.93803044e-02
241.42048600,6.35761483e-01,3.75726083e-02
241.43640100,6.13202566e-01,4.74218673e-02
241.45231600,6.21122186e-01,5.89235528e-02
241.46821600,5.99827208e-01,7.19266791e-02
241.48414600,5.60373102e-01,8.61874655e-02
241.50004600,5.61621042e-01,1.01220844e-01
241.51596100,5.26454730e-01,1.16498322e-01
241.53187600,4.89144521e-01,1.31326610e-01
241.54780600,5.14119322e-01,1.44975196e-01
241.56372100,5.11847431e-01,1.56671578e-01
241.57962000,4.49226437e-01,1.65738516e-01
241.59552000,3.62718590e-01,1.71636319e-01
241.61145000,3.27296290e-01,1.73996623e-01
241.62736500,2.91729997e-01,1.72661790e-01
241.64328000,2.64339312e-01,1.67729621e-01
241.65919500,2.61347455e-01,1.59524327e-01
241.67512500,2.42196375e-01,1.48555721e-01
241.69102500,2.28085052e-01,1.35523812e-01
241.70694000,2.29524983e-01,1.21140129e-01
241.72285500,2.12373806e-01,1.06174144e-01
241.73877000,1.64232117e-01,9.13333146e-02
241.75468400,1.22922100e-01,7.72243310e-02
241.77059900,1.19866246e-01,6.43148916e-02
241.78649900,1.44393069e-01,5.29323068e-02
241.80242900,1.68775899e-01,4.32104776e-02
241.81834400,1.71655761e-01,3.52050448e-02
241.83425900,1.36377454e-01,2.88184724e-02
241.85015900,9.30035358e-02,2.38840811e-02
241.86605800,7.76122746e-02,2.01735336e-02
241.88198900,9.58993968e-02,1.74376984e-02
241.89790300,1.10362703e-01,1.54436754e-02
241.91381800,1.19386269e-01,1.39664527e-02
241.92973300,1.11130666e-01,1.28181477e-02
241.94563300,1.04027007e-01,1.18517082e-02
241.96156300,9.69073484e-02,1.09581800e-02
241.97747800,1.11098667e-01,1.00727354e-02
241.99339300,1.20154233e-01,9.16059527e-03
242.00929300,9.39634898e-02,8.21512696e-03
242.02520800,7.36284658e-02,7.24562763e-03
242.04112200,7.57883622e-02,6.27527494e-03
242.05703700,7.80602531e-02,5.33078707e-03
242.07295200,9.59153961e-02,4.43846513e-03
242.08886700,1.18634306e-01,3.62029861e-03
242.10478200,1.45449018e-01,2.89192093e-03
242.12068200,1.46424972e-01,2.26241579e-03
242.13659700,1.21098187e-01,1.73237397e-03
242.15251200,1.07402845e-01,1.29852840e-03
242.16841100,1.10154713e-01,9.53051472e-04
242.18434100,1.26201942e-01,6.84241829e-04
242.20025600,1.35673488e-01,4.80974480e-04
242.21617100,1.57384446e-01,3.30914275e-04
242.23207100,1.65800042e-01,2.22921387e-04
242.24798600,1.26537926e-01,1.46927837e-04
242.26390100,8.62518599e-02,9.47824848e-05
242.27981600,6.04450986e-02,5.98442600e-05
242.29573100,5.80132154e-02,3.69816693e-05
242.31163000,6.52448682e-02,2.23791616e-05
242.32754500,7.35964674e-02,1.32481429e-05
242.34346000,5.20455018e-02,7.67599538e-06
242.35939000,4.46378574e-02,4.35057017e-06
242.37529000,3.58862775e-02,2.41601207e-06
242.39119000,3.82701630e-02,1.31322098e-06
242.40710400,5.32934419e-02,6.98259492e-07
242.42300400,6.67007984e-02,3.63595782e-07
242.43891900,6.71167784e-02,1.85193607e-07
242.45484900,6.16130426e-02,9.22596742e-08
242.47076400,5.95011439e-02,4.50138853e-08
242.48666400,6.64608099e-02,2.15107783e-08
242.50257900,5.81412092e-02,1.00539268e-08
242.51849400,5.00295986e-02,4.59921236e-09
242.53440900,6.09250756e-02,2.05920543e-09
242.55029300,8.39799690e-02,9.03843991e-10
242.56622300,7.33564789e-02,3.87375753e-10
242.58213800,4.47818505e-02,1.62665319e-10
242.59803800,3.43023535e-02,6.70282023e-11
242.61395300,2.68947091e-02,2.73304817e-11
242.62986800,3.21584564e-02,1.17575661e-11
242.64578200,3.46063389e-02,7.13658540e-12
242.66168200,1.78391437e-02,9.33589862e-12
242.67759700,2.86226261e-02,2.00396929e-11
242.69351200,3.82381646e-02,4.78100374e-11
242.70941200,3.20624610e-02,1.13919252e-10
242.72532700,3.17104779e-02,2.66789078e-10
242.74124100,3.25744364e-02,6.11919974e-10
242.75714100,4.46538566e-02,1.37316916e-09
242.77307100,3.70862199e-02,3.02126261e-09
242.78898600,3.17104779e-02,6.50285015e-09
242.80490100,2.82706430e-02,1.37023834e-08
242.82078600,2.95825800e-02,2.82280839e-08
242.83670000,2.60947475e-02,5.70067507e-08
242.85261500,2.87506200e-02,1.12711350e-07
242.86851500,4.85576692e-02,2.18031896e-07
242.88443000,4.73737261e-02,4.13165543e-07
242.90036000,5.87811785e-02,7.66926533e-07
242.91626000,6.23810057e-02,1.39207693e-06
242.93215900,5.30374542e-02,2.47372645e-06
242.94807400,4.91336416e-02,4.30599008e-06
242.96397400,6.27329888e-02,7.33428084e-06
242.97988900,6.93246724e-02,1.22360598e-05
242.99580400,7.68763099e-02,1.99849308e-05
243.01170300,6.72287730e-02,3.19404051e-05
243.02763400,6.53248644e-02,5.00213936e-05
243.04354900,4.86056669e-02,7.66563026e-05
243.05944800,4.02700670e-02,1.14959399e-04
243.07536300,3.72622114e-02,1.68849535e-04
