wavelength_nm,measured_norm,nist_synth_norm
233.82344100,4.24421373e-02,2.87943163e-01
233.83938600,6.29774264e-02,2.78478441e-01
233.85531600,7.52738356e-02,2.70436393e-01
233.87126200,8.91894466e-02,2.64355609e-01
233.88717700,9.19706639e-02,2.60723842e-01
233.90312200,9.80569578e-02,2.59898148e-01
233.91906700,1.19325650e-01,2.62141436e-01
233.93501300,1.45166206e-01,2.67580995e-01
233.95092800,1.48299838e-01,2.76195353e-01
233.96687300,1.40518145e-01,2.87892140e-01
233.98281900,1.31002953e-01,3.02420453e-01
233.99876400,1.30879131e-01,3.19441564e-01
234.01467900,1.31355367e-01,3.38502953e-01
234.03060900,1.35879608e-01,3.59185259e-01
234.04655500,1.41937327e-01,3.80992042e-01
234.06250000,1.28564625e-01,4.03393541e-01
234.07844500,1.20097152e-01,4.25903446e-01
234.09437600,1.24240404e-01,4.48059043e-01
234.11030600,1.22259263e-01,4.69500002e-01
234.12625100,1.08743690e-01,4.89944997e-01
234.14219700,7.98552243e-02,5.09156658e-01
234.15811200,6.15677684e-02,5.26965632e-01
234.17405700,6.87494047e-02,5.43380083e-01
234.18998700,8.72368797e-02,5.58350409e-01
234.20593300,8.94085151e-02,5.71943520e-01
234.22186300,6.98066483e-02,5.84187600e-01
234.23780800,6.08248405e-02,5.95159529e-01
234.25373800,6.79302791e-02,6.04873063e-01
234.26968400,8.55510049e-02,6.13353739e-01
234.28559900,1.01962092e-01,6.20556314e-01
234.30154400,1.04009906e-01,6.26464712e-01
234.31747400,1.09324698e-01,6.31008970e-01
234.33342000,1.24821412e-01,6.34157394e-01
234.34935000,1.52376417e-01,6.35894796e-01
234.36529500,1.71892561e-01,6.36265886e-01
234.38124100,1.76388227e-01,6.35372951e-01
234.39717100,1.60462901e-01,6.33392001e-01
234.41310100,1.43870845e-01,6.30560355e-01
234.42903100,1.21078198e-01,6.27165972e-01
234.44497700,1.14991904e-01,6.23520401e-01
234.46090700,9.21706829e-02,6.19943896e-01
234.47683700,6.98733213e-02,6.16709757e-01
234.49278300,6.19011334e-02,6.14024071e-01
234.50872800,6.45204305e-02,6.12002823e-01
234.52465800,7.65882465e-02,6.10643182e-01
234.54058800,9.07038766e-02,6.09816083e-01
234.55651900,9.89427565e-02,6.09277529e-01
234.57244900,9.68092199e-02,6.08686379e-01
234.58839400,8.72083056e-02,6.07635255e-01
234.60432400,7.79693304e-02,6.05696940e-01
234.62027000,7.27783598e-02,6.02462231e-01
234.63620000,6.08248405e-02,5.97604545e-01
234.65214500,4.73949900e-02,5.90894999e-01
234.66807600,3.86227260e-02,5.82271739e-01
234.68402100,2.75550052e-02,5.71808728e-01
234.69993600,2.15163349e-02,5.59789883e-01
234.71588100,2.26021526e-02,5.46570430e-01
234.73181200,2.12877417e-02,5.32701448e-01
234.74774200,2.08972283e-02,5.18761273e-01
234.76368700,2.68025526e-02,5.05346778e-01
234.77961700,2.59167540e-02,4.93061802e-01
234.79556300,3.06124393e-02,4.82380214e-01
234.81149300,4.72235451e-02,4.73697345e-01
234.82742300,6.30726736e-02,4.67222843e-01
234.84335300,5.98723688e-02,4.63010994e-01
234.85928300,4.54805220e-02,4.60949819e-01
234.87522900,4.41851605e-02,4.60777146e-01
234.89117400,4.37946471e-02,4.62109135e-01
234.90708900,3.64225164e-02,4.64468403e-01
234.92303500,2.61643966e-02,4.67350872e-01
234.93898000,2.50023812e-02,4.70242351e-01
234.95491000,3.50890561e-02,4.72678323e-01
234.97082500,4.56519669e-02,4.74284544e-01
234.98677100,3.77845509e-02,4.74803491e-01
235.00271600,3.71559196e-02,4.74105424e-01
235.01863100,3.82036384e-02,4.72213708e-01
235.03457600,4.22516430e-02,4.69281030e-01
235.05052200,3.68797028e-02,4.65597067e-01
235.06643700,3.96990190e-02,4.61561059e-01
235.08238200,5.42623107e-02,4.57619596e-01
235.09831200,6.19106582e-02,4.54279535e-01
235.11424300,6.15010953e-02,4.52025556e-01
235.13017300,4.26612058e-02,4.51298851e-01
235.14611800,3.36508239e-02,4.52456029e-01
235.16204800,2.46499667e-02,4.55730447e-01
235.17797900,3.11172493e-02,4.61213262e-01
235.19392400,3.54128965e-02,4.68842289e-01
235.20985400,3.86893990e-02,4.78369266e-01
235.22580000,4.28612249e-02,4.89421735e-01
235.24171400,5.21382989e-02,5.01438139e-01
235.25764500,4.48042671e-02,5.13822645e-01
235.27359000,4.42137346e-02,5.25876018e-01
235.28950500,4.00895323e-02,5.36849790e-01
235.30545000,4.93189828e-02,5.46096658e-01
235.32139600,6.08819888e-02,5.52980291e-01
235.33731100,6.47585484e-02,5.56996007e-01
235.35325600,6.50538146e-02,5.57807495e-01
235.36918600,6.06629203e-02,5.55221711e-01
235.38511700,5.26431089e-02,5.49225546e-01
235.40104700,5.65101438e-02,5.39968495e-01
235.41699200,4.76140585e-02,5.27730612e-01
235.43292200,4.14515668e-02,5.12944291e-01
235.44885300,3.98133156e-02,4.96088994e-01
235.46478300,5.02619297e-02,4.77703145e-01
235.48072800,7.33307934e-02,4.58314686e-01
235.49665800,7.90741975e-02,4.38489683e-01
235.51257300,6.62920278e-02,4.18717176e-01
235.52851900,6.18058863e-02,3.99373922e-01
235.54444900,7.99790456e-02,3.80890013e-01
235.56037900,1.12039242e-01,3.63557923e-01
235.57632400,1.24516621e-01,3.47622400e-01
235.59223900,1.29440899e-01,3.33342689e-01
235.60818500,1.16868273e-01,3.20850805e-01
235.62413000,1.05819602e-01,3.10345848e-01
235.64004500,8.42937423e-02,3.02002407e-01
235.65597500,7.23402229e-02,2.95955789e-01
235.67190600,7.28545576e-02,2.92381533e-01
235.68785100,6.86255834e-02,2.91452159e-01
235.70378100,5.86722545e-02,2.93341631e-01
235.71971100,5.72530717e-02,2.98212804e-01
235.73565700,5.89770454e-02,3.06221204e-01
235.75157200,7.70168587e-02,3.17450725e-01
235.76751700,1.01714449e-01,3.32005448e-01
235.78343200,1.04714735e-01,3.49823168e-01
235.79936200,9.05324317e-02,3.70855685e-01
235.81530800,7.41880179e-02,3.94916577e-01
235.83123800,7.06543480e-02,4.21644636e-01
235.84716800,8.20744833e-02,4.50625687e-01
235.86309800,9.50376226e-02,4.81296987e-01
235.87904400,8.94942375e-02,5.13008254e-01
235.89495800,7.97028288e-02,5.44876934e-01
235.91088900,7.46166302e-02,5.76136566e-01
235.92683400,5.90627679e-02,6.05871255e-01
235.94274900,5.97675969e-02,6.33098677e-01
235.95869400,6.21868749e-02,6.57073712e-01
235.97462500,5.80245738e-02,6.76993015e-01
235.99055500,5.14144204e-02,6.92320423e-01
236.00648500,5.54719497e-02,7.02728163e-01
236.02243000,6.50823888e-02,7.08163829e-01
236.03834500,6.54157539e-02,7.08867765e-01
236.05427600,6.85874845e-02,7.05411154e-01
236.07022100,5.99485665e-02,6.98647949e-01
236.08613600,4.75569102e-02,6.89726870e-01
236.10208100,4.20516240e-02,6.79941010e-01
236.11801100,5.02524050e-02,6.70756729e-01
236.13394200,6.02819316e-02,6.63617644e-01
236.14987200,8.34650919e-02,6.59883107e-01
236.16581700,1.10039051e-01,6.60712610e-01
236.18171700,1.14610915e-01,6.66947251e-01
236.19766200,9.51042956e-02,6.79109154e-01
236.21357700,7.96171064e-02,6.97216072e-01
236.22952300,6.26535861e-02,7.20970512e-01
236.24545300,5.88151253e-02,7.49530773e-01
236.26138300,5.37860749e-02,7.81782060e-01
236.27731300,3.74892847e-02,8.16316148e-01
236.29325900,3.00981046e-02,8.51592634e-01
236.30918900,2.67263549e-02,8.85911619e-01
236.32510400,2.76026288e-02,9.17714467e-01
236.34104900,3.39175160e-02,9.45684883e-01
236.35696400,4.62044004e-02,9.68562577e-01
236.37291000,5.02428803e-02,9.85574770e-01
236.38884000,4.88522716e-02,9.96123339e-01
236.40477000,4.43661301e-02,1.00000000e+00
236.42070000,4.68901800e-02,9.97252737e-01
236.43663000,4.33088866e-02,9.88152875e-01
236.45254500,4.34517573e-02,9.73149002e-01
236.46849100,4.52328793e-02,9.52718399e-01
236.48440600,5.19668540e-02,9.27510686e-01
236.50035100,4.90618154e-02,8.98002126e-01
236.51628100,4.55757691e-02,8.64819667e-01
236.53221100,3.63844176e-02,8.28459994e-01
236.54814100,3.47461663e-02,7.89430451e-01
236.56405600,4.29278979e-02,7.48286292e-01
236.58000200,4.95856748e-02,7.05459259e-01
236.59591700,5.92151633e-02,6.61735270e-01
236.61184700,5.41099152e-02,6.17699217e-01
236.62777700,4.95951995e-02,5.74204714e-01
236.64372300,4.82903134e-02,5.32125453e-01
236.65963700,5.28431279e-02,4.92586992e-01
236.67558300,5.32526907e-02,4.56492493e-01
236.69149800,4.42232594e-02,4.25062619e-01
236.70744300,3.73464139e-02,3.99225839e-01
236.72335800,4.12134489e-02,3.80040164e-01
236.73928800,4.06800648e-02,3.68260347e-01
236.75521900,4.09943804e-02,3.64527089e-01
236.77116400,3.68130298e-02,3.69217532e-01
236.78707900,4.32136394e-02,3.82379076e-01
236.80300900,5.19287551e-02,4.03781984e-01
236.81893900,5.83579389e-02,4.32815559e-01
236.83486900,5.21859225e-02,4.68527971e-01
236.85081500,3.61653491e-02,5.09678248e-01
236.86671400,3.22125917e-02,5.54512898e-01
236.88266000,4.03752738e-02,6.01480000e-01
236.89857500,4.24897609e-02,6.48381316e-01
236.91452000,4.07848367e-02,6.93354852e-01
236.93045000,4.69378036e-02,7.34270795e-01
236.94636500,5.46147252e-02,7.69292475e-01
236.96231100,6.34917611e-02,7.96912784e-01
236.97822600,7.17401657e-02,8.15772374e-01
236.99415600,8.55700543e-02,8.25101541e-01
237.01008600,9.13039337e-02,8.24501301e-01
237.02601600,8.31507763e-02,8.14070457e-01
237.04194600,8.40270502e-02,7.94367207e-01
237.05786100,8.83226974e-02,7.66393374e-01
237.07380700,1.01142966e-01,7.31372245e-01
237.08973700,1.13839413e-01,6.90968299e-01
237.10566700,1.12867892e-01,6.46876606e-01
237.12159700,9.91713497e-02,6.00880475e-01
237.13749700,8.49318983e-02,5.54811211e-01
237.15344200,6.44061339e-02,5.10076602e-01
237.16937300,5.46813982e-02,4.68285859e-01
237.18530300,5.92532622e-02,4.30607156e-01
237.20123300,6.45109058e-02,3.97982513e-01
237.21716300,6.16630155e-02,3.71085254e-01
237.23309300,6.45013811e-02,3.50322078e-01
237.24900800,7.86265359e-02,3.35860412e-01
237.26493800,8.51414420e-02,3.27605148e-01
237.28086900,6.87589294e-02,3.25310953e-01
237.29678300,5.18906563e-02,3.28549516e-01
237.31272900,5.02143061e-02,3.36788899e-01
237.32864400,6.44918564e-02,3.49355817e-01
237.34458900,7.38832270e-02,3.65594341e-01
237.36050400,8.76083437e-02,3.84710331e-01
237.37643400,9.46185351e-02,4.06015530e-01
237.39238000,9.53138394e-02,4.28796231e-01
237.40827900,9.09134203e-02,4.52276474e-01
237.42422500,7.54929041e-02,4.75961429e-01
237.44014000,6.14248976e-02,4.99161702e-01
237.45607000,5.74816649e-02,5.21432679e-01
237.47200000,5.88246500e-02,5.42300845e-01
237.48793000,6.33488904e-02,5.61372203e-01
237.50386000,7.45975807e-02,5.78305045e-01
237.51979100,8.56557767e-02,5.92806528e-01
237.53570600,8.48176017e-02,6.04617908e-01
237.55162000,8.43889894e-02,6.13557361e-01
237.56756600,8.29126583e-02,6.19494383e-01
237.58348100,8.06172016e-02,6.22334501e-01
237.59941100,8.44556624e-02,6.22105313e-01
237.61535600,1.05771978e-01,6.18915340e-01
237.63127100,1.20687685e-01,6.13011276e-01
237.64721700,1.22678350e-01,6.04730137e-01
237.66313200,1.23878465e-01,5.94588977e-01
237.67904700,1.24669016e-01,5.83173356e-01
237.69497700,1.32145919e-01,5.71165001e-01
237.71090700,1.50833413e-01,5.59330297e-01
237.72682200,1.56691113e-01,5.48454302e-01
237.74276700,1.61663016e-01,5.39255726e-01
237.75869800,1.77083532e-01,5.32433214e-01
237.77461200,2.14182303e-01,5.28527414e-01
237.79055800,2.50500048e-01,5.27915535e-01
237.80645800,2.92246881e-01,5.30789788e-01
237.82238800,3.12220211e-01,5.37147069e-01
237.83830300,2.86465378e-01,5.46756892e-01
237.85424800,2.59110391e-01,5.59240247e-01
237.87016300,2.58081722e-01,5.73975220e-01
237.88609300,2.74578531e-01,5.90298034e-01
237.90202300,2.98247452e-01,6.07412817e-01
237.91795300,3.19687589e-01,6.24507313e-01
237.93386800,3.15953900e-01,6.40777211e-01
237.94979900,3.14010858e-01,6.55536739e-01
237.96572900,3.16020573e-01,6.68164765e-01
237.98164400,2.91703972e-01,6.78198748e-01
237.99758900,2.83665111e-01,6.85377822e-01
238.01350400,2.79731403e-01,6.89569284e-01
238.02943400,2.72987904e-01,6.90859406e-01
238.04534900,2.28526526e-01,6.89476283e-01
238.06129500,1.67244499e-01,6.85778731e-01
238.07719400,1.26050100e-01,6.80256364e-01
238.09312400,1.05390990e-01,6.73420412e-01
238.10905500,1.03276503e-01,6.65845877e-01
238.12498500,1.12477379e-01,6.58096205e-01
238.14090000,1.11639204e-01,6.50707194e-01
238.15683000,1.11572531e-01,6.44138745e-01
238.17276000,1.28697971e-01,6.38800854e-01
238.18869000,1.17268311e-01,6.35014556e-01
238.20460500,8.96466330e-02,6.33013913e-01
238.22053500,7.45023336e-02,6.32936090e-01
238.23645000,6.69682827e-02,6.34826424e-01
238.25238000,6.57776931e-02,6.38633515e-01
238.26829500,7.45785313e-02,6.44189831e-01
238.28424100,6.76826364e-02,6.51242138e-01
238.30015600,6.14725212e-02,6.59377825e-01
238.31608600,6.00057148e-02,6.68121164e-01
238.33200100,6.05676731e-02,6.76856433e-01
238.34793100,7.96552053e-02,6.84916815e-01
238.36386100,9.13039337e-02,6.91556949e-01
238.37977600,1.13248881e-01,6.96023955e-01
238.39570600,1.29659968e-01,6.97612141e-01
238.41163600,1.22249738e-01,6.95688669e-01
238.42756700,1.33546052e-01,6.89763371e-01
238.44348100,1.59805696e-01,6.79541285e-01
238.45941200,1.97866463e-01,6.64905296e-01
238.47534200,2.18716068e-01,6.45998071e-01
238.49125700,2.10620059e-01,6.23199772e-01
238.50717200,2.03419373e-01,5.97054102e-01
238.52308700,1.88551291e-01,5.68285571e-01
238.53903200,1.69463758e-01,5.37675162e-01
238.55494700,1.50966759e-01,5.06237831e-01
238.57087700,1.37489285e-01,4.74787623e-01
238.58679200,1.41584913e-01,4.44232613e-01
238.60272200,1.50395276e-01,4.15270535e-01
238.61863700,1.40622916e-01,3.88585629e-01
238.63456700,1.32803124e-01,3.64617247e-01
238.65048200,1.23583198e-01,3.43756858e-01
238.66641200,1.12382132e-01,3.26178981e-01
238.68234300,8.70463854e-02,3.12003869e-01
238.69827300,8.03314601e-02,3.01243022e-01
238.71418800,8.31317268e-02,2.93845662e-01
238.73011800,9.09896181e-02,2.89700629e-01
238.74603300,1.24440423e-01,2.88694074e-01
238.76196300,1.69416135e-01,2.90687982e-01
238.77787800,1.74892847e-01,2.95530748e-01
238.79380800,1.42051624e-01,3.03066459e-01
238.80972300,9.55710068e-02,3.13088098e-01
238.82565300,6.61396323e-02,3.25378865e-01
238.84158300,6.31774455e-02,3.39636715e-01
238.85751300,7.53500333e-02,3.55497360e-01
238.87342800,9.69330412e-02,3.72502463e-01
238.88934300,1.06962568e-01,3.90149123e-01
238.90525800,1.01390609e-01,4.07854076e-01
238.92118800,8.46271073e-02,4.25003623e-01
238.93711900,8.15410992e-02,4.40933281e-01
238.95303300,8.32745976e-02,4.54996877e-01
238.96896400,8.61891609e-02,4.66649247e-01
238.98487900,8.19411373e-02,4.75383752e-01
239.00080900,7.25878655e-02,4.80858644e-01
239.01673900,6.90732451e-02,4.82851458e-01
239.03265400,6.88637013e-02,4.81309980e-01
239.04856900,6.77397847e-02,4.76337509e-01
239.06449900,7.28545576e-02,4.68164953e-01
239.08041400,8.23602248e-02,4.57163054e-01
239.09632900,9.27802648e-02,4.43763112e-01
239.11227400,9.23135537e-02,4.28418865e-01
239.12818900,1.06600629e-01,4.11684681e-01
239.14411900,1.28183637e-01,3.93994118e-01
239.16001900,1.53547957e-01,3.75835858e-01
239.17594900,1.89046576e-01,3.57527529e-01
239.19186400,2.34469950e-01,3.39452018e-01
239.20779400,2.53919421e-01,3.21858710e-01
239.22372400,2.52843128e-01,3.05012371e-01
239.23963900,2.32336413e-01,2.89154190e-01
239.25556900,2.28345557e-01,2.74474924e-01
239.27148400,2.34917611e-01,2.61227887e-01
239.28741500,2.45842461e-01,2.49623925e-01
239.30331400,2.40365749e-01,2.39939589e-01
239.31924400,2.33479379e-01,2.32379399e-01
239.33517500,2.22440232e-01,2.27189105e-01
239.35110500,2.12629774e-01,2.24554528e-01
239.36702000,2.16001524e-01,2.24594954e-01
239.38293500,2.17658825e-01,2.27339947e-01
239.39886500,2.25059529e-01,2.32721899e-01
239.41478000,2.12772645e-01,2.40536101e-01
239.43069500,2.08496047e-01,2.50466718e-01
239.44660900,2.08781789e-01,2.62073470e-01
239.46255500,1.97885513e-01,2.74839998e-01
239.47847000,1.69901895e-01,2.88093707e-01
239.49438500,1.35241452e-01,3.01193990e-01
239.51031500,1.35641490e-01,3.13484916e-01
239.52623000,1.39841890e-01,3.24317451e-01
239.54216000,1.51176303e-01,3.33170591e-01
239.55807500,1.67930279e-01,3.39611672e-01
239.57397500,1.86293933e-01,3.43389039e-01
239.58990500,2.14039432e-01,3.44429740e-01
239.60582000,2.33384132e-01,3.42836183e-01
239.62176500,2.06857796e-01,3.38896383e-01
239.63768000,1.75969140e-01,3.33090884e-01
239.65361000,1.56100581e-01,3.26014123e-01
239.66952500,1.36555862e-01,3.18390594e-01
239.68544000,1.15134775e-01,3.10983479e-01
239.70135500,1.00085722e-01,3.04571858e-01
239.71727000,1.05552910e-01,2.99894926e-01
239.73320000,1.07715020e-01,2.97604121e-01
239.74911500,1.04714735e-01,2.98227955e-01
239.76503000,1.10258120e-01,3.02124676e-01
239.78096000,1.18135060e-01,3.09478512e-01
239.79687500,1.14753786e-01,3.20252335e-01
239.81282000,1.11915421e-01,3.34257125e-01
239.82873500,1.17839794e-01,3.51026191e-01
239.84463500,1.17439756e-01,3.69982462e-01
239.86056500,9.45137632e-02,3.90463288e-01
239.87648000,9.41518240e-02,4.11596309e-01
239.89239500,7.95313839e-02,4.32531995e-01
239.90832500,6.79398038e-02,4.52416861e-01
239.92424000,6.31679208e-02,4.70387281e-01
239.94017000,7.23116487e-02,4.85742207e-01
239.95608500,7.89694257e-02,4.97851026e-01
239.97198500,8.20935327e-02,5.06285505e-01
239.98791500,9.42375464e-02,5.10809229e-01
240.00383000,7.95790075e-02,5.11339227e-01
240.01976000,6.85779598e-02,5.07996517e-01
240.03567500,8.17696924e-02,5.01073659e-01
240.05159000,1.01743023e-01,4.90993078e-01
240.06752000,1.07524526e-01,4.78267214e-01
240.08343500,1.13372702e-01,4.63507790e-01
240.09935000,1.26964473e-01,4.47313006e-01
240.11526500,1.56081532e-01,4.30276998e-01
240.13118000,1.85912944e-01,4.12948852e-01
240.14712500,2.20078103e-01,3.95779074e-01
240.16304000,2.61272502e-01,3.79236189e-01
240.17895500,2.76064387e-01,3.63608626e-01
240.19488500,2.76502524e-01,3.49126876e-01
240.21080000,2.79636156e-01,3.35994609e-01
240.22671500,2.81855415e-01,3.24320015e-01
240.24263000,3.03314601e-01,3.14185623e-01
240.25854500,3.29783789e-01,3.05646393e-01
240.27446000,3.15972950e-01,2.98738818e-01
240.29039000,2.92418326e-01,2.93481922e-01
240.30630500,2.78940852e-01,2.89896818e-01
240.32222000,2.77102581e-01,2.87975268e-01
240.33815000,2.70663873e-01,2.87698092e-01
240.35406500,2.34279455e-01,2.89025146e-01
240.36999500,1.94180398e-01,2.91894522e-01
240.38589500,2.11296314e-01,2.96207440e-01
240.40181000,2.25354796e-01,3.01863005e-01
240.41774000,2.06057720e-01,3.08735206e-01
240.43365500,1.77788361e-01,3.16668382e-01
240.44957000,1.75245261e-01,3.25518741e-01
240.46550000,1.80941042e-01,3.35143907e-01
240.48141500,1.83741309e-01,3.45375033e-01
240.49733000,1.83960377e-01,3.56072090e-01
240.51324500,1.75016668e-01,3.67086353e-01
240.52916000,1.43223164e-01,3.78265441e-01
240.54507400,1.10943899e-01,3.89448271e-01
240.56098900,1.02828841e-01,4.00464423e-01
240.57690400,1.12534527e-01,4.11129006e-01
240.59281900,1.21002000e-01,4.21248459e-01
240.60874900,1.30060006e-01,4.30635869e-01
240.62466400,1.36403467e-01,4.39088411e-01
240.64057900,1.23507001e-01,4.46456261e-01
240.65649400,1.25735784e-01,4.52623548e-01
240.67240900,1.61786837e-01,4.57533940e-01
240.68832400,1.96142490e-01,4.61203464e-01
240.70425400,2.05219545e-01,4.63729210e-01
240.72016900,2.14915706e-01,4.65279997e-01
240.73608400,1.93780360e-01,4.66100839e-01
240.75201400,1.84293742e-01,4.66485084e-01
240.76791400,1.88998952e-01,4.66751903e-01
240.78382900,2.26812077e-01,4.67220941e-01
240.79974400,2.53119345e-01,4.68181410e-01
240.81567400,2.32584056e-01,4.69870055e-01
240.83158900,1.96513954e-01,4.72444745e-01
240.84750400,1.94789980e-01,4.75983259e-01
240.86343400,2.01504905e-01,4.80481754e-01
240.87934900,2.01162015e-01,4.85846958e-01
240.89524800,1.94275645e-01,4.91932387e-01
240.91117900,2.09829508e-01,4.98577197e-01
240.92707800,2.17315935e-01,5.05563793e-01
240.94299300,2.32260215e-01,5.12734885e-01
240.95892300,2.24421373e-01,5.19945666e-01
240.97483800,2.20611487e-01,5.27084313e-01
240.99075300,2.29679017e-01,5.34110961e-01
241.00666800,2.26907325e-01,5.41026868e-01
241.02259800,2.21259168e-01,5.47876501e-01
241.03849800,2.07819792e-01,5.54698705e-01
241.05441300,1.80236213e-01,5.61571655e-01
241.07034300,1.76312030e-01,5.68536138e-01
241.08624300,1.53490809e-01,5.75579100e-01
241.10215800,1.32031622e-01,5.82683364e-01
241.11807300,1.24830936e-01,5.89758891e-01
241.13400300,1.30307648e-01,5.96686908e-01
241.14991800,1.34108010e-01,6.03298571e-01
241.16583300,1.29936184e-01,6.09430225e-01
241.18176300,1.39194209e-01,6.14919798e-01
241.19766200,1.45261453e-01,6.19606334e-01
241.21357700,1.39956186e-01,6.23393243e-01
241.22949200,1.26326317e-01,6.26207088e-01
241.24540700,1.00228593e-01,6.28025310e-01
241.26132200,8.52081151e-02,6.28867190e-01
241.27723700,8.13791790e-02,6.28784546e-01
241.29316700,8.99799981e-02,6.27847479e-01
241.30906700,1.04352796e-01,6.26136081e-01
241.32498200,1.04629012e-01,6.23713787e-01
241.34089700,9.86189161e-02,6.20628350e-01
241.35682700,8.82179255e-02,6.16893791e-01
241.37272600,8.80941042e-02,6.12507504e-01
241.38864100,9.66187256e-02,6.07411623e-01
241.40455600,9.56376798e-02,6.01537406e-01
241.42048600,7.75597676e-02,5.94785603e-01
241.43640100,6.89494238e-02,5.87065942e-01
241.45231600,5.96152014e-02,5.78269176e-01
241.46821600,5.03667016e-02,5.68311679e-01
241.48414600,5.05952948e-02,5.57089317e-01
241.50004600,5.98914182e-02,5.44598349e-01
241.51596100,5.36336794e-02,5.30794990e-01
241.53187600,5.53100295e-02,5.15722143e-01
241.54780600,5.91580150e-02,4.99442044e-01
241.56372100,5.38908467e-02,4.82111967e-01
241.57962000,5.32431660e-02,4.63909957e-01
241.59552000,5.75864368e-02,4.45034828e-01
241.61145000,6.68825602e-02,4.25703663e-01
241.62736500,7.40070483e-02,4.06248415e-01
241.64328000,7.53405086e-02,3.86938992e-01
241.65919500,6.41965902e-02,3.68056990e-01
241.67512500,5.87389275e-02,3.49843566e-01
241.69102500,5.75959615e-02,3.32566671e-01
241.70694000,5.94151824e-02,3.16339411e-01
241.72285500,6.53776550e-02,3.01277513e-01
241.73877000,8.33984189e-02,2.87410633e-01
241.75468400,8.41699209e-02,2.74700762e-01
241.77059900,8.08648443e-02,2.63045808e-01
241.78649900,8.74940471e-02,2.52306008e-01
241.80242900,9.24373750e-02,2.42267690e-01
241.81834400,9.48661777e-02,2.32759913e-01
241.83425900,6.78731308e-02,2.23575618e-01
241.85015900,5.64148967e-02,2.14546506e-01
241.86605800,6.16725402e-02,2.05523333e-01
241.88198900,5.60529574e-02,1.96392328e-01
241.89790300,5.42813601e-02,1.87139568e-01
241.91381800,5.98342699e-02,1.77768251e-01
241.92973300,5.69197066e-02,1.68345784e-01
241.94563300,5.13477474e-02,1.58995681e-01
241.96156300,5.46528241e-02,1.49846424e-01
241.97747800,6.10915325e-02,1.41109320e-01
241.99339300,6.41013430e-02,1.32980693e-01
242.00929300,7.42832651e-02,1.25681665e-01
242.02520800,7.68549386e-02,1.19412692e-01
242.04112200,7.29593295e-02,1.14386322e-01
242.05703700,5.84722355e-02,1.10789211e-01
242.07295200,7.43975617e-02,1.08784021e-01
242.08886700,7.78836080e-02,1.08501661e-01
242.10478200,7.86074864e-02,1.10036129e-01
242.12068200,8.30841032e-02,1.13435861e-01
242.13659700,7.69692352e-02,1.18714863e-01
242.15251200,6.58634156e-02,1.25831262e-01
242.16841100,8.17601676e-02,1.34687864e-01
242.18434100,1.03295552e-01,1.45178900e-01
242.20025600,1.13515573e-01,1.57098191e-01
242.21617100,1.22259263e-01,1.70237658e-01
242.23207100,1.13687018e-01,1.84334406e-01
242.24798600,1.02647871e-01,1.99142813e-01
242.26390100,8.60748643e-02,2.14364612e-01
242.27981600,7.65215735e-02,2.29712701e-01
242.29573100,8.82845985e-02,2.44909863e-01
242.31163000,1.01914468e-01,2.59685410e-01
242.32754500,1.05067149e-01,2.73844386e-01
242.34346000,8.22078293e-02,2.87186300e-01
242.35939000,6.80255262e-02,2.99582349e-01
242.37529000,5.89865701e-02,3.10907374e-01
242.39119000,5.63196495e-02,3.21142573e-01
242.40710400,5.02428803e-02,3.30297645e-01
242.42300400,5.25097628e-02,3.38398275e-01
242.43891900,5.68625583e-02,3.45533154e-01
242.45484900,7.42356415e-02,3.51797161e-01
242.47076400,9.72283075e-02,3.57290393e-01
242.48666400,8.85036670e-02,3.62132389e-01
242.50257900,6.86065340e-02,3.66448142e-01
242.51849400,7.22449757e-02,3.70341606e-01
242.53440900,9.25611963e-02,3.73910864e-01
242.55029300,1.00685780e-01,3.77235318e-01
242.56622300,1.18068387e-01,3.80404016e-01
242.58213800,1.40527669e-01,3.83466119e-01
242.59803800,1.34974760e-01,3.86473509e-01
242.61395300,1.27545481e-01,3.89474554e-01
242.62986800,1.17058768e-01,3.92500680e-01
242.64578200,1.02419278e-01,3.95577004e-01
242.66168200,9.31041052e-02,3.98715687e-01
242.67759700,1.06800648e-01,4.01924236e-01
242.69351200,1.38717973e-01,4.05185555e-01
242.70941200,1.66901610e-01,4.08463509e-01
242.72532700,1.50728641e-01,4.11710070e-01
242.74124100,1.17487380e-01,4.14845316e-01
242.75714100,1.23316506e-01,4.17768394e-01
242.77307100,1.46890180e-01,4.20368642e-01
242.78898600,1.41346795e-01,4.22504429e-01
242.80490100,1.31888751e-01,4.24035335e-01
242.82078600,1.11763025e-01,4.24816121e-01
242.83670000,9.98666540e-02,4.24712868e-01
242.85261500,9.61901133e-02,4.23603310e-01
242.86851500,9.57424517e-02,4.21396871e-01
242.88443000,9.70282884e-02,4.18032391e-01
242.90036000,1.16430136e-01,4.13493879e-01
242.91626000,1.30983903e-01,4.07833935e-01
242.93215900,1.32088770e-01,4.01138693e-01
242.94807400,1.12563101e-01,3.93549612e-01
242.96397400,9.63710830e-02,3.85286741e-01
242.97988900,8.04648062e-02,3.76590968e-01
242.99580400,8.08076960e-02,3.67769388e-01
243.01170300,9.43708925e-02,3.59161733e-01
243.02763400,1.17563577e-01,3.51091586e-01
243.04354900,1.21487761e-01,3.43934553e-01
243.05944800,1.33717497e-01,3.38021557e-01
243.07536300,1.48414135e-01,3.33640886e-01
