wavelength,spectrum
195.45022583007812,63.337267947346035
195.52328491210938,68.03716515487321
195.59634399414062,55.47155853224895
195.6693878173828,66.25969210856215
195.74246215820312,59.12386648121129
195.8155059814453,54.561058824476596
195.8885498046875,73.10751760041747
195.9615936279297,65.15978230128718
196.03463745117188,56.4840292085387
196.10768127441406,78.37757371827712
196.18072509765625,61.95402058270253
196.25375366210938,64.71412790293925
196.32679748535156,60.029507910039385
196.3998260498047,67.77104769111796
196.4728546142578,79.41993302172557
196.54586791992188,71.7868163267859
196.61891174316406,52.830544069760876
196.69192504882812,63.61199310047382
196.76495361328125,70.21698162673019
196.8379669189453,57.422850335846135
196.91098022460938,60.25154718244474
196.98397827148438,70.92770911670456
197.0570068359375,61.11346876248024
197.1300048828125,63.81057945314281
197.20301818847656,64.18578486878727
197.27601623535156,62.02794396923922
197.34901428222656,63.957442111180505
197.42201232910156,70.2564034208317
197.49501037597656,59.11320184848536
197.56800842285156,59.45158684942933
197.6409912109375,62.542235195764164
197.71397399902344,53.747360369534775
197.78695678710938,115.99481688378835
197.8599395751953,113.03181662251937
197.9329376220703,118.78145623971852
198.00592041015625,118.77601357095824
198.07888793945312,109.99187203224311
198.15185546875,111.70537585166602
198.22482299804688,114.46502496868321
198.29779052734375,118.13875578880263
198.3707733154297,115.06467706276979
198.44374084472656,102.23010903158917
198.51669311523438,113.34902018473238
198.58966064453125,108.33635072508727
198.66261291503906,99.16141965953042
198.73556518554688,106.39911738746127
198.80853271484375,105.62627678757585
198.88145446777344,93.39748178620138
198.95440673828125,97.98446639509201
199.02734375,102.06859466165739
199.10028076171875,100.81890940896147
199.1732177734375,104.81720308168988
199.2461700439453,105.92077218214074
199.31910705566406,102.49326059144285
199.3920440673828,90.23134960093294
199.4649658203125,85.96572288458371
199.5378875732422,105.02145778819516
199.61080932617188,95.00079482420796
199.68374633789062,86.67618071579261
199.7566680908203,88.41291376488857
199.82958984375,89.71011094410163
199.90249633789062,79.81447533090196
199.9754180908203,87.98562654055863
200.04832458496094,87.85855520348505
200.12123107910156,83.24724449100414
200.19415283203125,99.48459001716164
200.2670440673828,91.8391854192493
200.33993530273438,92.32845874622438
200.41282653808594,91.51833074795611
200.4857177734375,86.33670460243985
200.55862426757812,78.1747585285073
200.6315155029297,89.4081449646907
200.70440673828125,93.07818922045335
200.7772979736328,86.03842354354359
200.8501739501953,90.59779555555554
200.9230499267578,84.26620444444445
200.99594116210938,88.44830222222217
201.06883239746094,78.36978666666667
201.14169311523438,86.04328000000004
201.21456909179688,87.19989333333335
201.28741455078125,79.13134222222229
201.36029052734375,93.16146666666668
201.4331512451172,86.34687111111113
201.5060272216797,85.9597155555556
201.57888793945312,106.30899555555558
201.65174865722656,98.31849777777774
201.72459411621094,81.71523555555561
201.7974395751953,91.12266666666665
201.87030029296875,91.09571555555557
201.94314575195312,93.47490666666663
202.0159912109375,99.70658666666665
202.0888214111328,98.35968888888888
202.1616668701172,88.47955555555562
202.23451232910156,87.40576000000001
202.30734252929688,78.92590222222216
202.38018798828125,85.2704177777777
202.45301818847656,99.99311999999992
202.5258331298828,78.05991111111109
202.59864807128906,84.64572444444447
202.67147827148438,85.26085333333327
202.74429321289062,81.63198222222219
202.81712341308594,65.27696888888889
202.8899383544922,78.89221333333329
202.96275329589844,70.62207111111108
