wavelength,spectrum
195.45022583007812,64.11583555691709
195.52328491210938,75.29146313741512
195.59634399414062,60.03330286595568
195.6693878173828,74.14343118789506
195.74246215820312,65.37995429774156
195.8155059814453,59.51439940553786
195.8885498046875,77.04583190859896
195.9615936279297,70.95184071400179
196.03463745117188,60.15883998526245
196.10768127441406,82.432101103563
196.18072509765625,65.9155189474749
196.25375366210938,76.79421392470506
196.32679748535156,68.82772611611948
196.3998260498047,78.17209825685583
196.4728546142578,80.61496707702395
196.54586791992188,80.63363317582058
196.61891174316406,63.51427631017745
196.69192504882812,70.23860596439377
196.76495361328125,75.99307504226847
196.8379669189453,66.08052098973009
196.91098022460938,66.77703812127262
196.98397827148438,75.3761873063242
197.0570068359375,70.16008144960435
197.1300048828125,69.6008202486958
197.20301818847656,69.42156209436803
197.27601623535156,72.20684348939336
197.34901428222656,67.9898959226563
197.42201232910156,78.13524412384089
197.49501037597656,72.24122778433153
197.56800842285156,69.25138875608602
197.6409912109375,70.72790344375599
197.71397399902344,61.300092904771965
197.78695678710938,95.87926680818062
197.8599395751953,91.41187998952768
197.9329376220703,93.44245687748453
198.00592041015625,99.53606297864285
198.07888793945312,84.68045520768432
198.15185546875,90.66516521559059
198.22482299804688,91.94540440002191
198.29779052734375,92.33902998498199
198.3707733154297,94.22999317630325
198.44374084472656,86.22844551469481
198.51669311523438,93.57548806937706
198.58966064453125,88.00651086849957
198.66261291503906,85.26173465265262
198.73556518554688,86.78181502231685
198.80853271484375,81.6684861614496
198.88145446777344,83.72580510645938
198.95440673828125,84.53120232823194
199.02734375,94.09035373825196
199.10028076171875,91.18817657968455
199.1732177734375,100.30255947946381
199.2461700439453,96.54628730668477
199.31910705566406,94.81986283433564
199.3920440673828,83.83466007417482
199.4649658203125,78.3357966589417
199.5378875732422,93.78525486503167
199.61080932617188,85.35683615810176
199.68374633789062,77.96605799676826
199.7566680908203,81.91065866194937
199.82958984375,85.62762072790422
199.90249633789062,73.1069626207806
199.9754180908203,75.58326757577898
200.04832458496094,77.73655403848818
200.12123107910156,73.55905460039394
200.19415283203125,95.51273280266982
200.2670440673828,86.32761434202752
200.33993530273438,88.34496477089817
200.41282653808594,87.41242225986008
200.4857177734375,80.81556253010741
200.55862426757812,76.63195962356103
200.6315155029297,83.48687863266004
200.70440673828125,86.07381983100908
200.7772979736328,82.4600834114114
200.8501739501953,86.3911964444444
200.9230499267578,78.5034453333333
200.99594116210938,82.69799822222214
201.06883239746094,76.05078044444443
201.14169311523438,78.544032
201.21456909179688,86.38818844444444
201.28741455078125,77.00937955555558
201.36029052734375,88.94155733333334
201.4331512451172,82.42100977777773
201.5060272216797,82.56814933333331
201.57888793945312,103.33629511111117
201.65174865722656,94.39116088888885
201.72459411621094,78.4853795555556
201.7974395751953,90.32522311111103
201.87030029296875,86.23967999999998
201.94314575195312,89.50743466666668
202.0159912109375,95.7939306666666
202.0888214111328,87.11724799999996
202.1616668701172,82.82657422222219
202.23451232910156,84.29990755555552
202.30734252929688,76.17938488888889
202.38018798828125,80.6307128888889
202.45301818847656,89.53193244444435
202.5258331298828,76.19627022222221
202.59864807128906,83.74802133333334
202.67147827148438,83.57998222222213
202.74429321289062,82.90744177777768
202.81712341308594,67.62317866666669
202.8899383544922,79.17979733333333
202.96275329589844,71.22193066666662
203.03555297851562,79.3417031111111
203.10836791992188,77.01580444444434
203.18116760253906,74.52821688888889
203.2539825439453,74.54088888888887
203.3267822265625,74.19558755555562
203.3995819091797,70.24510222222224
203.4723663330078,70.16202311111113
203.545166015625,68.5779768888889
203.61795043945312,75.72299733333332
203.6907501220703,74.17889422222217
203.76353454589844,75.97899022222222
203.8363037109375,77.22500266666671
203.90908813476562,81.89615644444447
203.98187255859375,83.4811768888888
204.0546417236328,84.09601066666659
204.12744140625,78.00563911111104
204.2001953125,78.5256355555556
204.27296447753906,79.00046577777779
204.34573364257812,74.80084977777778
204.4185028076172,76.77256533333332
204.49124145507812,65.14236088888885
204.5640106201172,81.6498488888888
204.63677978515625,88.50689777777762
204.70953369140625,92.08902399999995
204.78228759765625,78.17264711111105
204.8550262451172,85.13019377777773
204.92776489257812,81.08944355555548
205.0005340576172,77.30295466666668
205.07327270507812,78.3817066666667
205.14599609375,67.63862044444446
205.21873474121094,78.06426666666664
205.29147338867188,75.95753955555548
205.36419677734375,79.37477688888883
205.43692016601562,72.17657955555555
205.50967407226562,72.43468444444449
205.5823974609375,79.18909866666665
205.6551055908203,86.10148622222219
205.7278289794922,98.21010844444447
205.80055236816406,89.50076444444437
205.8732452392578,86.15911111111112
205.94598388671875,81.3568924444444
206.01869201660156,84.69970844444438
206.0913848876953,76.59849244444439
206.16409301757812,78.58356266666667
206.23680114746094,79.0583146666666
206.30947875976562,76.62751644444442
206.3822021484375,88.56602666666659
206.45489501953125,85.36485333333313
206.52757263183594,76.58455111111111
206.6002655029297,83.33348977777769
206.67295837402344,91.68640355555542
206.74563598632812,89.2486542222222
206.81832885742188,70.6193777777777
206.89102172851562,80.89333688888877
